Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
1418,Finance,59,78664,2,50,81,No
1419,Sales,34,107335,13,41,64,No
1420,Finance,50,100199,8,36,52,No
1421,HR,40,61948,17,57,93,No
1422,HR,24,62030,4,57,62,No
1423,Marketing,29,52007,19,36,75,No
1424,IT,29,116207,9,40,72,Yes
1425,IT,41,115921,15,42,60,No
1426,Finance,25,101772,9,44,73,No
1427,Sales,42,47024,9,47,95,No
1428,IT,24,64384,14,36,75,No
1429,Marketing,29,107912,16,35,56,No
1430,Finance,44,43157,17,52,49,Yes
1431,Finance,37,110481,13,40,62,Yes
1432,Marketing,34,113553,9,37,83,No
1433,Sales,24,26756,15,49,98,No
1434,Marketing,30,93112,7,30,41,No
1435,Sales,35,116003,1,37,74,No
1436,Marketing,34,83051,1,37,53,No
1437,Marketing,28,89595,5,48,96,Yes
1438,HR,36,103210,9,32,86,No
1439,Finance,28,68094,12,34,84,No
1440,Marketing,59,112889,6,59,80,Yes
1441,Marketing,55,29535,13,32,41,No
1442,IT,43,81035,8,44,58,Yes
1443,Finance,45,72367,15,43,55,No
1444,IT,58,42118,6,50,82,Yes
1445,Finance,22,84812,6,44,83,No
1446,IT,31,84884,4,53,64,No
1447,Marketing,37,91168,11,46,40,No
1448,Marketing,29,38280,18,47,41,No
1449,HR,46,39746,3,31,87,Yes
1450,IT,33,78251,3,41,66,No
1451,Sales,46,109821,12,45,41,No
1452,HR,38,108583,6,33,97,No
1453,IT,47,35207,6,54,69,No
1454,IT,35,96127,8,31,90,Yes
1455,HR,57,52757,15,57,49,Yes
1456,Marketing,44,41226,18,43,58,No
1457,IT,27,86407,16,40,81,No
1458,Marketing,26,52206,6,42,55,No
1459,HR,46,45256,17,57,52,No
1460,Marketing,39,58822,9,54,87,No
1461,Finance,34,66340,19,36,89,No
1462,Sales,35,77234,18,39,95,No
1463,IT,49,68351,5,53,47,No
1464,Sales,39,73671,6,30,95,No
1465,Marketing,49,100320,12,58,89,No
1466,IT,48,60157,11,50,70,Yes
1467,Marketing,53,44937,16,54,84,No
1468,Finance,30,79290,17,57,64,No
1469,HR,53,71707,9,33,98,No
1470,IT,41,36219,1,47,78,No
1471,Finance,49,34399,3,35,99,Yes
1472,Finance,54,52657,9,31,60,No
1473,IT,25,45047,19,32,94,No
1474,Marketing,55,101095,13,43,95,Yes
1475,Finance,24,110693,14,37,96,No
1476,Sales,47,97154,19,45,89,No
1477,Finance,29,69891,7,48,77,No
1478,Marketing,27,31780,4,47,80,No
1479,Marketing,37,52050,12,35,68,Yes
1480,Sales,45,98551,14,43,45,No
1481,Finance,51,93666,2,32,57,No
1482,Marketing,34,118619,1,45,88,Yes
1483,IT,26,107016,18,30,83,No
1484,HR,46,78010,8,41,74,No
1485,HR,41,63165,3,59,66,Yes
1486,HR,39,36528,6,43,44,No
1487,Finance,39,74608,13,48,46,No
1488,Sales,23,30914,9,51,49,No
1489,Marketing,31,62136,9,48,49,No
1490,IT,33,36179,9,38,90,No
1491,IT,34,111008,15,36,96,Yes
1492,Finance,32,37076,13,43,97,No
1493,HR,40,49783,16,34,67,Yes
1494,Finance,56,71716,2,47,75,No
1495,Sales,47,75298,14,38,49,Yes
1496,Sales,35,79304,6,50,89,No
1497,Marketing,45,104360,2,36,74,No
1498,Marketing,22,94835,8,38,92,Yes
1499,Sales,43,33118,4,33,74,No
1500,Sales,44,101292,14,54,76,Yes
1501,Sales,40,81911,11,46,87,No
1502,Finance,39,98489,14,41,59,No
1503,Sales,33,40185,12,35,52,Yes
1504,IT,49,66792,16,47,50,No
1505,HR,49,105210,6,37,97,Yes
1506,Sales,54,75613,1,50,84,Yes
1507,HR,40,58927,12,44,58,No
1508,Finance,49,25386,7,32,67,No
1509,HR,58,117153,8,31,77,No
1510,Finance,47,97728,9,53,95,Yes
1511,IT,56,101281,2,52,84,No
1512,Finance,55,55020,17,38,99,No
1513,Finance,56,67678,13,37,43,Yes
1514,Marketing,37,111695,5,56,96,No
1515,Sales,59,86394,10,33,93,No
1516,Sales,34,93945,12,31,76,No
1517,IT,44,81414,17,43,58,Yes
1518,IT,43,79816,6,58,76,No
1519,Sales,37,80918,3,31,92,Yes
1520,Marketing,49,116281,15,31,53,No
1521,Sales,56,87694,7,59,70,No
1522,Marketing,29,54455,6,56,67,No
1523,IT,43,63735,4,57,99,No
1524,HR,42,119702,19,51,75,No
1525,IT,47,118608,5,36,83,No
1526,IT,42,37109,3,41,77,No
1527,Finance,46,70802,9,35,58,Yes
1528,Finance,22,93020,6,47,81,No
1529,Finance,27,59622,13,33,40,No
1530,Finance,44,27597,4,48,62,No
1531,Marketing,44,65597,2,56,94,No
1532,Sales,44,65954,4,42,67,No
1533,HR,53,94519,8,49,87,No
1534,IT,51,81115,13,50,43,No
1535,Marketing,34,68151,10,52,80,No
1536,HR,39,42040,18,59,99,Yes
1537,Marketing,44,69772,9,54,57,No
1538,Marketing,36,88832,1,56,88,No
1539,IT,54,52916,13,31,86,No
1540,Sales,42,69871,18,37,90,No
1541,Finance,44,51372,15,48,78,Yes
1542,Sales,48,86707,2,38,64,No
1543,IT,39,64080,11,55,57,No
1544,IT,45,67722,14,57,45,No
1545,IT,28,54048,15,33,58,No
1546,HR,41,110205,14,45,92,No
1547,Sales,48,34777,16,48,51,Yes
1548,Sales,27,79711,15,39,64,Yes
1549,Marketing,48,61331,19,35,74,Yes
1550,Marketing,30,45968,9,45,40,No
1551,Marketing,52,78969,5,39,44,No
1552,IT,42,36292,5,42,40,No
1553,Sales,47,65794,11,38,47,No
1554,IT,34,104459,4,36,78,No
1555,HR,44,75192,18,33,86,No
1556,Marketing,41,52703,3,48,82,No
1557,IT,58,109193,4,55,57,No
1558,IT,49,94165,14,33,85,Yes
1559,HR,38,92650,7,48,98,No
1560,Finance,49,81516,8,57,48,No
1561,Sales,23,116110,16,48,44,No
1562,Finance,46,47257,15,41,94,No
1563,Marketing,27,108509,7,59,43,No
1564,IT,32,116273,17,42,83,No
1565,HR,59,76672,12,54,68,No
1566,HR,27,88308,18,33,40,No
1567,Sales,32,102583,14,54,69,No
1568,Finance,35,47113,15,57,95,Yes
1569,Sales,23,25694,15,39,84,No
1570,IT,24,40588,5,50,40,Yes
1571,Sales,56,86756,16,36,42,No
1572,HR,54,89085,5,59,61,No
1573,HR,45,86142,2,34,47,No
1574,Marketing,40,89373,9,46,95,No
1575,Marketing,39,110603,9,47,57,No
1576,IT,45,31704,4,40,64,Yes
1577,Finance,56,65136,15,44,87,Yes
1578,Sales,22,92507,11,50,91,No
1579,IT,57,72361,1,51,59,No
1580,Marketing,46,83847,18,36,70,Yes
1581,Sales,55,36441,1,47,69,Yes
1582,Marketing,46,39677,8,55,55,No
1583,Sales,37,52818,16,54,41,No
1584,Finance,55,26868,18,35,56,No
1585,IT,50,108591,9,47,49,No
1586,Sales,40,92264,12,45,46,Yes
1587,HR,44,98168,19,31,98,No
1588,HR,40,37043,18,48,81,Yes
1589,Sales,46,96939,5,30,90,No
1590,Sales,37,40732,2,54,91,No
1591,Sales,30,80244,7,59,98,No
1592,HR,22,43526,10,55,48,No
1593,HR,40,34340,15,40,93,No
1594,Sales,54,47394,7,49,56,No
1595,Marketing,55,29102,5,34,48,No
1596,Marketing,37,44159,15,45,48,No
1597,Finance,39,90092,15,52,76,No
1598,IT,55,31212,10,30,63,No
1599,Marketing,46,62405,14,48,78,Yes
1600,HR,27,102061,10,43,50,No
1601,Marketing,42,119296,17,32,47,No
1602,Finance,27,80186,14,31,64,No
1603,Finance,53,69239,2,53,85,No
1604,IT,52,117993,16,34,41,No
1605,Marketing,31,35532,13,46,49,No
1606,HR,51,104054,9,57,92,Yes
1607,HR,39,97012,7,47,63,No
1608,Sales,45,110279,16,30,87,No
1609,HR,30,91540,10,44,55,No
1610,IT,52,28271,9,51,58,No
1611,IT,36,70482,7,38,98,No
1612,HR,25,25209,16,56,70,Yes
1613,HR,30,115999,9,52,50,No
1614,Sales,30,30539,17,34,45,Yes
1615,HR,47,44977,7,57,45,No
1616,Sales,25,99142,11,42,71,No
1617,Sales,38,93684,8,48,78,No
1618,HR,37,30607,7,57,87,No
1619,Finance,36,110122,19,57,52,No
1620,Finance,56,119786,12,53,98,Yes
1621,Sales,26,76939,7,39,42,No
1622,HR,26,43594,8,49,95,Yes
1623,Finance,41,83382,7,54,95,No
1624,HR,36,32399,6,50,80,Yes
1625,HR,39,50117,9,43,95,No
1626,HR,23,58617,13,51,74,No
1627,Marketing,50,32498,7,50,77,No
1628,HR,34,75624,8,55,96,Yes
1629,Marketing,25,34628,17,41,56,No
1630,Sales,31,25329,17,40,42,No
1631,Finance,52,63619,16,52,73,No
1632,Finance,29,32032,2,36,51,Yes
1633,Finance,24,73094,8,46,63,No
1634,Finance,30,63034,17,47,45,No
1635,Finance,51,111158,13,36,81,Yes
1636,Finance,32,80264,18,53,50,No
1637,Finance,56,119120,10,49,87,No
1638,Sales,58,72850,2,35,66,No
1639,HR,34,29722,2,40,87,Yes
1640,IT,57,42772,14,41,63,Yes
1641,Marketing,34,111105,16,55,57,Yes
1642,IT,33,66679,7,45,66,No
1643,IT,58,93771,12,48,93,No
1644,HR,31,29576,14,52,94,No
1645,HR,30,51707,4,56,95,No
1646,HR,28,66632,4,48,80,Yes
1647,Finance,23,66476,18,40,60,Yes
1648,Sales,44,55285,3,45,98,No
1649,Finance,42,49154,1,52,90,Yes
1650,Sales,44,45054,17,57,73,No
1651,Sales,50,42165,7,56,95,No
1652,IT,35,39439,16,41,72,Yes
1653,IT,47,69518,5,56,97,No
1654,Sales,26,113051,19,37,87,No
1655,Sales,52,51962,7,32,93,No
1656,Finance,46,78934,14,31,57,No
1657,Finance,52,62763,2,57,42,Yes
1658,IT,41,89094,3,35,63,No
1659,HR,38,44464,17,45,40,No
1660,Sales,23,67036,16,49,45,No
1661,Finance,46,58270,8,53,58,Yes
1662,IT,34,67299,18,58,61,No
1663,Finance,49,110805,15,44,90,No
1664,Sales,27,56541,7,43,82,No
1665,Sales,24,98545,9,31,98,No
1666,Marketing,56,107543,6,49,47,No
1667,HR,39,116998,18,47,44,No
1668,Marketing,32,102078,18,43,91,No
1669,IT,41,107970,14,47,48,Yes
1670,Finance,26,54765,14,31,86,No
1671,IT,40,48769,14,30,60,No
1672,Sales,43,113001,4,49,67,No
1673,Marketing,40,112404,4,31,85,No
1674,Marketing,37,45156,15,38,43,No
1675,Marketing,45,110836,15,38,95,No
1676,IT,25,75481,18,45,63,Yes
1677,Sales,36,38435,14,40,47,Yes
1678,Finance,46,94650,1,56,91,No
1679,Finance,56,71336,10,52,56,No
1680,IT,35,61135,10,35,73,No
1681,Marketing,40,98631,10,41,59,No
1682,HR,59,62909,2,32,55,No
1683,IT,57,94487,8,59,49,No
1684,IT,28,46468,1,41,73,Yes
1685,Sales,51,117609,1,59,82,No
1686,Finance,40,72655,4,52,49,No
1687,IT,46,59341,7,30,69,No
1688,IT,37,89182,9,38,69,No
1689,Marketing,29,76786,16,49,90,No
1690,Marketing,39,93304,5,51,64,No
1691,HR,49,71514,2,35,96,No
1692,Sales,37,58979,11,40,85,No
1693,HR,40,115887,18,32,82,No
1694,Marketing,38,105981,19,33,80,No
1695,Finance,34,80107,13,58,46,No
1696,Marketing,28,26160,11,56,86,Yes
1697,Sales,48,112897,19,39,59,No
1698,Marketing,31,97577,17,48,56,Yes
1699,Sales,55,109303,5,58,42,No
1700,Sales,57,35846,13,35,86,No
1701,Sales,46,44924,1,30,85,Yes
1702,Sales,27,38882,10,37,79,No
1703,Sales,45,105274,8,37,75,No
1704,Finance,39,111555,8,54,65,No
1705,HR,44,26095,19,35,49,No
1706,IT,27,65983,6,46,73,No
1707,HR,50,39123,12,48,53,No
1708,Sales,46,118668,7,30,47,No
1709,Finance,38,91615,16,44,94,No
1710,Marketing,45,70278,9,42,66,Yes
1711,Finance,32,115290,10,50,49,No
1712,Sales,47,76999,10,32,96,No
1713,Finance,55,56153,10,59,89,No
1714,Finance,49,43344,16,31,54,Yes
1715,Sales,24,62656,1,32,76,No
1716,Finance,32,95515,17,38,61,No
1717,IT,59,26212,14,56,84,No
1718,IT,35,34001,19,45,89,No
1719,Finance,47,103784,17,53,70,No
1720,Marketing,42,106144,14,42,41,No
1721,Sales,51,61427,8,48,84,No
1722,IT,29,56368,9,56,70,No
1723,Marketing,41,95819,8,47,53,No
1724,Finance,53,86160,13,50,49,Yes
1725,Marketing,43,50854,17,41,69,No
1726,HR,28,35715,19,57,75,No
1727,IT,30,106701,7,58,86,No
1728,Finance,22,83784,17,41,79,No
1729,Sales,50,51797,1,30,54,No
1730,Finance,29,72573,5,49,53,Yes
1731,Sales,25,101120,6,37,70,No
1732,Finance,56,39780,2,46,68,No
1733,Marketing,24,62905,16,50,66,Yes
1734,Marketing,28,46573,5,57,60,Yes
1735,Marketing,48,58359,5,49,48,Yes
1736,HR,22,91062,12,51,59,No
1737,Sales,48,98391,3,36,74,Yes
1738,Marketing,37,68463,16,38,97,No
1739,HR,59,41571,6,46,54,No
1740,Sales,28,44142,15,56,63,No
1741,Finance,44,50104,15,39,88,No
1742,HR,32,33625,16,33,96,No
1743,IT,54,64199,13,51,55,No
1744,HR,57,40926,12,55,75,No
1745,HR,58,56218,10,36,50,No
1746,Sales,38,69472,14,36,96,No
1747,Finance,56,116916,2,37,47,No
1748,IT,26,45566,3,59,42,Yes
1749,Marketing,53,81125,9,55,58,No
1750,Marketing,24,58205,11,53,85,No
1751,HR,56,54717,11,53,80,No
1752,Sales,35,74984,10,37,42,No
1753,Sales,52,50135,14,45,75,No
1754,Marketing,52,53164,9,41,64,Yes
1755,IT,38,99489,10,44,99,No
1756,Finance,45,63562,9,37,75,No
1757,IT,44,94110,5,51,50,No
1758,Finance,39,45169,8,38,90,No
1759,Marketing,35,84858,11,32,55,No
1760,Finance,36,46604,1,51,94,No
1761,Sales,36,114670,10,50,93,No
1762,HR,27,113738,1,45,56,No
1763,HR,48,25684,7,44,81,No
1764,Marketing,36,33007,14,53,63,Yes
1765,Sales,57,66787,5,33,56,No
1766,IT,29,74582,17,49,87,No
1767,Sales,36,99791,6,58,59,Yes
1768,HR,24,108629,16,45,61,Yes
1769,HR,34,30782,11,39,45,No
1770,Sales,55,91770,10,40,46,No
1771,Sales,45,82645,15,55,53,No
1772,HR,53,56996,7,58,50,No
1773,IT,53,54204,2,34,51,No
1774,Marketing,51,42152,12,40,85,Yes
1775,Marketing,34,80186,19,58,44,Yes
1776,Sales,22,115555,12,42,44,Yes
1777,Marketing,55,110024,16,44,59,Yes
1778,HR,36,44689,6,35,93,Yes
1779,HR,35,75690,3,45,94,No
1780,Sales,50,119042,2,44,97,No
1781,Sales,55,108251,5,40,54,No
1782,Sales,39,82320,11,49,65,No
1783,IT,28,89226,3,31,72,No
1784,Marketing,50,81091,3,57,96,No
1785,Sales,52,104301,5,57,69,No
1786,Finance,46,46942,11,59,63,No
1787,Finance,59,63712,3,31,62,Yes
1788,HR,35,90277,13,41,48,No
1789,Marketing,29,74632,8,45,42,No
1790,Sales,48,63031,10,48,97,No
1791,Finance,23,45478,2,31,75,No
1792,Marketing,38,47551,4,46,87,No
1793,HR,58,73068,18,43,46,No
1794,IT,35,118608,19,53,61,Yes
1795,Marketing,46,60561,4,57,53,No
1796,Marketing,51,27892,9,45,87,Yes
1797,IT,50,49395,16,34,68,No
1798,Marketing,41,43756,6,39,89,Yes
1799,HR,42,112710,4,46,55,No
1800,HR,43,59651,9,42,87,Yes
1801,IT,56,91333,13,45,73,No
1802,Sales,58,98745,9,38,49,Yes
1803,Finance,37,74306,6,53,46,Yes
1804,Sales,38,46346,19,33,64,No
1805,Marketing,37,53024,14,53,66,Yes
1806,Finance,23,119950,15,58,54,Yes
1807,IT,25,65818,3,57,71,Yes
1808,IT,42,30947,5,58,67,No
1809,Finance,55,100153,18,55,48,No
1810,HR,51,111240,14,45,46,Yes
1811,Finance,27,119238,16,52,98,Yes
1812,Marketing,38,92428,14,56,95,No
1813,HR,46,54754,9,40,55,No
1814,IT,26,88355,15,36,65,No
1815,Finance,26,83241,7,46,74,No
1816,Sales,41,93960,14,51,56,No
1817,Sales,37,38418,6,42,62,No
1818,Marketing,58,113593,15,33,47,No
1819,Sales,30,80184,8,43,41,No
1820,Finance,26,29833,2,39,70,No
1821,Finance,23,100430,8,39,96,No
1822,Sales,30,66833,1,39,91,No
1823,Finance,57,25565,17,56,97,No
1824,Marketing,43,65180,19,41,98,No
1825,HR,43,43402,5,31,96,No
1826,Marketing,43,67845,16,55,71,Yes
1827,Marketing,55,100851,7,52,68,No
1828,Finance,50,37834,7,38,42,No
1829,HR,59,92850,18,58,47,No
1830,Finance,54,62180,18,34,98,No
1831,IT,39,28883,2,37,41,Yes
1832,Finance,28,100587,15,50,70,Yes
1833,Finance,22,36695,14,43,90,No
1834,Finance,54,48123,18,36,88,No
1835,HR,22,83481,9,36,76,No
1836,Finance,45,98438,14,38,59,Yes
1837,HR,25,42573,5,32,68,No
1838,Sales,25,119910,11,43,56,No
1839,IT,39,81494,8,46,49,No
1840,HR,48,37288,5,47,80,No
1841,Sales,53,71978,11,41,61,No
1842,HR,54,97420,5,51,45,No
1843,HR,49,101095,17,43,82,No
1844,IT,57,79672,4,55,73,Yes
1845,Marketing,27,86821,15,55,70,No
1846,Marketing,37,108661,19,57,94,No
1847,HR,55,94224,2,42,51,No
1848,Finance,44,114405,17,43,51,No
1849,Sales,45,79796,12,38,55,No
1850,Finance,34,69706,17,48,64,No
1851,Finance,39,29023,10,55,61,No
1852,HR,34,107636,18,31,66,No
1853,HR,58,61735,19,40,63,No
1854,HR,38,97959,18,46,51,Yes
1855,HR,36,64218,13,31,92,No
1856,Marketing,39,37213,14,48,57,No
1857,HR,44,53460,16,36,84,Yes
1858,Marketing,51,89680,18,47,86,Yes
1859,Marketing,55,56017,18,42,55,No
1860,HR,25,117038,16,34,43,No
1861,IT,24,55990,17,47,51,No
1862,Sales,28,44515,7,52,88,Yes
1863,Finance,39,54991,12,55,72,Yes
1864,Marketing,28,32634,2,53,61,No
1865,Sales,27,102034,10,53,57,Yes
1866,IT,43,101452,5,58,93,Yes
1867,Finance,22,54377,3,45,87,Yes
1868,Finance,25,58001,19,44,72,Yes
1869,Marketing,50,26391,13,37,66,Yes
1870,HR,42,90206,12,55,81,No
1871,IT,47,67215,3,44,58,Yes
1872,Marketing,35,104720,6,54,87,No
1873,IT,30,52114,14,30,53,No
1874,HR,33,36882,4,57,64,No
1875,HR,27,42273,13,46,73,No
1876,Marketing,41,70647,19,59,63,No
1877,HR,45,107665,18,44,77,No
1878,Sales,48,89892,3,43,99,No
1879,Finance,59,67679,6,43,93,No
1880,Marketing,29,25427,16,39,62,No
1881,IT,22,91267,3,31,44,No
1882,Sales,45,25799,12,56,83,Yes
1883,Marketing,28,80659,19,35,98,No
1884,HR,40,119409,19,59,75,No
1885,HR,43,32025,4,46,93,No
1886,HR,56,39481,1,34,63,Yes
1887,HR,51,50411,2,34,75,No
1888,IT,50,39961,13,44,44,No
1889,Sales,43,46767,13,44,78,Yes
1890,Finance,32,76690,2,49,45,No
1891,IT,41,77870,19,40,84,No
1892,IT,50,61135,16,34,75,No
1893,Finance,55,89514,12,57,84,No
1894,Finance,22,111928,1,30,43,No
1895,HR,52,103798,9,40,49,No
1896,IT,51,95765,17,40,91,No
1897,Marketing,39,48772,10,35,40,No
1898,Finance,38,43799,18,52,60,No
1899,Finance,59,48555,19,37,79,No
1900,Sales,35,117152,7,31,78,No
1901,Marketing,44,44333,19,44,76,Yes
1902,Marketing,46,29261,15,52,42,Yes
1903,Finance,36,94002,9,51,86,No
1904,HR,43,71553,10,38,70,No
1905,Sales,24,28088,4,44,66,No
1906,Marketing,40,70783,6,37,56,Yes
1907,Finance,55,26115,4,59,62,No
1908,Marketing,56,95114,5,45,52,No
1909,Sales,22,93126,9,56,86,No
1910,Sales,42,97908,12,43,66,Yes
1911,IT,50,94109,8,44,90,No
1912,Finance,27,27978,5,49,59,Yes
1913,Sales,58,34422,11,59,85,Yes
1914,IT,22,68626,11,42,92,No
1915,IT,22,114233,13,38,52,Yes
1916,Marketing,48,81174,14,30,83,Yes
1917,Marketing,42,62743,8,56,63,No
1918,IT,37,95461,18,35,94,Yes
1919,Marketing,47,82199,19,37,80,No
1920,Sales,37,54430,12,56,98,Yes
1921,HR,49,53834,12,56,42,No
1922,Sales,22,49435,18,49,82,No
1923,IT,57,112212,10,47,49,Yes
1924,IT,31,80797,7,56,40,No
1925,Sales,38,68554,18,47,88,No
1926,Marketing,44,79555,12,55,99,Yes
1927,Marketing,28,110350,14,46,97,No
1928,IT,28,39716,15,50,52,Yes
1929,Finance,36,85261,16,45,53,Yes
1930,Marketing,55,52528,2,42,72,Yes
1931,Sales,25,26995,18,51,41,No
1932,Marketing,35,47414,12,33,41,No
1933,Sales,35,38844,16,33,78,No
1934,IT,37,61659,13,50,80,No
1935,Marketing,28,40522,17,43,95,No
1936,Sales,53,99034,18,34,70,No
1937,IT,40,67322,3,45,43,No
1938,Finance,23,92638,10,43,73,No
1939,Sales,31,33524,1,59,58,Yes
1940,Finance,38,55846,6,43,97,No
1941,Finance,58,98643,3,43,76,No
1942,HR,33,85096,19,54,48,No
1943,Marketing,27,108804,4,53,63,No
1944,Sales,43,72703,3,54,52,No
1945,Finance,53,49399,8,58,83,No
1946,HR,41,100160,8,43,69,No
1947,IT,22,117662,7,48,58,No
1948,Sales,27,113667,2,59,80,Yes
1949,Finance,40,73591,6,32,49,No
1950,Marketing,39,45714,16,46,90,No
1951,HR,27,60877,10,43,81,No
1952,Finance,54,109106,4,39,83,No
1953,Marketing,44,103018,13,42,53,No
1954,Finance,44,84136,10,51,79,Yes
1955,Sales,47,58414,14,33,87,No
1956,Sales,34,111576,9,40,88,No
1957,Sales,28,103943,11,44,59,No
1958,HR,36,70468,18,44,43,No
1959,Sales,48,104702,11,59,77,Yes
1960,Marketing,47,97108,17,53,83,No
1961,Finance,54,117508,2,31,99,No
1962,IT,36,71835,3,40,89,No
1963,Marketing,57,88333,11,31,78,No
1964,Marketing,48,67464,18,52,44,No
1965,Sales,26,47923,3,58,81,No
1966,HR,23,86855,15,34,71,No
1967,Finance,54,92445,11,42,45,No
1968,HR,37,92619,11,30,98,No
1969,Finance,44,71146,11,36,53,No
1970,Finance,59,85032,19,36,45,No
1971,HR,37,42140,1,39,53,Yes
1972,Marketing,35,27670,5,35,51,No
1973,Finance,50,61519,10,49,66,Yes
1974,HR,47,69512,10,41,93,Yes
1975,Finance,56,82811,14,42,65,No
1976,IT,36,39691,2,53,51,No
1977,Marketing,24,59262,4,57,47,No
1978,Sales,44,79892,2,40,49,Yes
1979,Finance,50,50595,18,47,55,No
1980,IT,55,82207,13,31,91,No
1981,Sales,54,58440,19,45,65,No
1982,Sales,44,33630,5,31,47,No
1983,Finance,28,56250,2,48,80,No
1984,HR,24,119334,11,35,84,Yes
1985,Finance,53,102518,18,30,68,No
1986,IT,52,99191,6,40,59,No
1987,Sales,39,89791,10,47,56,No
1988,Finance,28,109118,17,39,58,Yes
1989,HR,22,88753,11,47,56,No
1990,Finance,35,85520,19,59,78,No
1991,Marketing,53,29008,17,57,99,Yes
1992,HR,27,69464,4,30,40,No
1993,IT,31,25496,14,48,98,No
1994,Sales,28,48212,4,45,91,No
1995,Finance,47,45637,14,55,68,No
1996,HR,55,70227,4,36,53,Yes
1997,Marketing,51,107413,6,44,56,No
1998,HR,57,108346,9,58,52,No
1999,Marketing,42,34884,12,30,68,No
2000,IT,38,93259,8,52,73,No
2001,Sales,54,74810,4,50,66,Yes
2002,IT,31,29761,5,38,85,No
2003,Finance,33,98166,6,31,72,No
2004,HR,37,41375,5,46,68,Yes
2005,Marketing,53,50218,19,54,76,No
2006,Marketing,36,55565,8,53,78,No
2007,HR,48,57975,9,39,58,No
2008,HR,49,52073,15,35,85,No
2009,Finance,38,94726,4,34,63,No
2010,IT,23,26883,9,37,53,No
2011,Marketing,57,93422,7,37,86,Yes
2012,Finance,28,74629,8,59,76,No
2013,IT,34,89170,15,34,44,Yes
2014,Finance,36,99489,19,41,92,No
2015,Marketing,46,33381,15,36,63,Yes
2016,HR,44,48238,5,42,73,Yes
2017,HR,43,38795,19,42,89,Yes
2018,IT,47,87999,7,46,70,No
2019,Sales,54,74907,6,33,69,No
2020,IT,32,34638,19,47,99,No
2021,Sales,31,95467,17,39,95,Yes
2022,Finance,46,67623,10,32,48,No
2023,Finance,58,63492,19,41,66,No
2024,Marketing,59,51411,11,30,67,No
2025,Sales,45,45534,15,56,81,No
2026,Marketing,54,54181,10,40,65,No
2027,HR,38,44996,11,47,57,No
2028,Sales,45,97089,3,42,75,Yes
2029,IT,58,108609,3,46,47,Yes
2030,HR,23,97666,18,37,57,No
2031,HR,53,54405,11,49,59,No
2032,IT,45,96325,18,48,97,Yes
2033,HR,30,53930,15,46,71,No
2034,Sales,25,42529,7,31,68,No
2035,Marketing,38,78546,10,32,88,No
2036,HR,38,32942,10,32,87,No
2037,Sales,51,32548,13,35,57,Yes
2038,Finance,32,43296,15,39,46,No
2039,Sales,42,76016,18,53,40,Yes
2040,Marketing,42,25296,4,51,67,No
2041,Sales,39,92945,17,47,72,Yes
2042,IT,50,84980,3,47,89,No
2043,Marketing,45,81782,2,43,43,No
2044,Finance,31,59229,4,45,94,No
2045,IT,38,78444,1,36,59,Yes
2046,Sales,39,60036,15,30,92,Yes
2047,Marketing,41,64322,1,46,91,Yes
2048,Finance,58,52167,6,52,75,No
2049,IT,39,76667,7,54,96,No
2050,Finance,38,119527,19,34,70,No
2051,Sales,30,108337,12,56,77,Yes
2052,Finance,35,76468,1,30,67,Yes
2053,HR,50,97894,7,50,42,Yes
2054,IT,52,78084,19,56,45,No
2055,Finance,25,88138,13,46,84,No
2056,Sales,39,47588,12,39,62,No
2057,Sales,41,87901,12,41,46,No
2058,Finance,30,42671,13,54,95,Yes
2059,Sales,34,108038,14,49,75,Yes
2060,Marketing,36,115664,12,54,40,No
2061,Marketing,48,56645,12,31,45,No
2062,Marketing,36,32637,6,52,63,No
2063,HR,49,25660,10,45,76,Yes
2064,Finance,58,31922,9,44,84,Yes
2065,HR,40,118697,2,57,90,Yes
2066,Sales,47,69721,7,42,75,Yes
2067,HR,47,82256,9,47,63,Yes
2068,Sales,46,94506,12,57,77,No
2069,Sales,47,93943,5,49,84,Yes
2070,IT,47,52843,1,51,68,Yes
2071,Marketing,49,34046,15,43,76,No
2072,Sales,39,114336,8,47,84,No
2073,IT,53,88985,1,31,71,No
2074,Marketing,24,105083,18,31,64,No
2075,Sales,23,55346,13,32,49,No
2076,Sales,54,113284,1,34,74,Yes
2077,HR,40,116384,5,54,94,No
2078,HR,38,78526,18,45,64,Yes
2079,Marketing,54,98143,16,51,66,Yes
2080,Sales,33,61787,10,44,84,No
2081,Finance,24,58583,4,41,71,No
2082,HR,47,37563,1,59,98,No
2083,Marketing,56,71060,8,38,51,No
2084,Sales,29,58690,5,55,43,No
2085,Sales,57,119712,2,43,81,No
2086,Finance,28,39925,17,58,65,No
2087,Marketing,57,111787,7,50,42,No
2088,Sales,37,108184,17,45,56,No
2089,HR,45,45108,6,40,48,Yes
2090,Finance,22,101515,15,35,68,No
2091,Marketing,46,93258,5,39,40,No
2092,Finance,31,30355,15,57,57,Yes
2093,HR,37,71069,18,37,80,No
2094,Marketing,37,119335,18,45,92,No
2095,Finance,29,79471,6,32,59,Yes
2096,IT,50,57705,2,31,96,Yes
2097,HR,49,68909,17,45,80,No
2098,HR,27,113606,4,48,73,No
2099,HR,37,78739,12,59,90,No
2100,IT,41,101820,19,38,67,Yes
2101,IT,37,112273,2,45,87,Yes
